date,category,amount,description
2024-05-01,Education,8.4,Coursera Subscription ₹8.4
2024-05-02,Insurance,8.26,LIC Premium ₹8.26
2024-05-02,Education,103.0,Udemy Course ₹103.0
2024-05-02,Bills,9.28,Airtel Postpaid ₹9.28
2024-05-02,Investment,8.0,Stock Purchase ₹8.0
2024-05-02,Entertainment,4.0,Netflix Subscription ₹4.0
2024-05-02,Investment,35.0,Stock Purchase ₹35.0
2024-05-03,Healthcare,5.0,Doctor Visit ₹5.0
2024-05-03,Investment,3.3,Stock Purchase ₹3.3
2024-05-03,Insurance,4.0,LIC Premium ₹4.0
2024-05-03,Miscellaneous,5.8,Petrol Pump ₹5.8
2024-05-03,Dining,5.6,Barbeque Nation ₹5.6
2024-05-03,Travel,7.6,OYO Rooms Booking ₹7.6
2024-05-03,Food,17.0,Zomato Order ₹17.0
2024-05-03,Entertainment,6.4,BookMyShow Ticket ₹6.4
2024-05-03,Bills,2100.0,Airtel Postpaid ₹2100.0
2024-05-03,Miscellaneous,3.3,Charity ₹3.3
2024-05-04,Education,7.6,Unacademy Plan ₹7.6
2024-05-04,Shopping,7.6,Ajio Shopping ₹7.6
2024-05-04,Bills,29.0,Electricity Bill BSES ₹29.0
2024-05-04,Healthcare,3.0,Apollo Pharmacy ₹3.0
2024-05-04,Bills,5.0,Electricity Bill BSES ₹5.0
2024-05-03,Entertainment,14.0,Hotstar Renewal ₹14.0
2024-05-05,Travel,7.6,MakeMyTrip Payment ₹7.6
2024-05-05,Healthcare,4.0,Doctor Visit ₹4.0
2024-05-05,Groceries,9.8,DMart Purchase ₹9.8
2024-05-05,Shopping,5.0,Amazon Purchase ₹5.0
2024-05-06,Bills,6.3,Electricity Bill BSES ₹6.3
2024-05-06,Dining,10.0,KFC Meal ₹10.0
2024-05-06,Bills,5.0,Internet Bill ₹5.0
2024-05-06,Bills,3.5,Jio Fiber Recharge ₹3.5
2024-05-06,Travel,62.0,IRCTC Train Ticket ₹62.0
2024-05-07,Fitness,6.2,CultFit Subscription ₹6.2
2024-05-07,Fitness,14.1,CultFit Subscription ₹14.1
2024-05-07,Dining,6.8,KFC Meal ₹6.8
2024-05-07,Groceries,7.6,BigBasket Order ₹7.6
2024-05-08,Food,6.52,Pizza Hut Bill ₹6.52
2024-05-08,Education,10.0,Udemy Course ₹10.0
2024-05-08,Groceries,7.6,Reliance Fresh ₹7.6
2024-05-08,Education,36.0,Coursera Subscription ₹36.0
2024-05-08,Groceries,6.0,DMart Purchase ₹6.0
2024-05-09,Groceries,7.1,BigBasket Order ₹7.1
2024-05-09,Transport,31.0,Ola Ride ₹31.0
2024-05-09,Transport,11.0,Train Ticket ₹11.0
2024-05-09,Travel,9.9,Air India Flight ₹9.9
2024-05-10,Fitness,6.6,Protein Supplement ₹6.6
2024-05-10,Healthcare,5.4,Apollo Pharmacy ₹5.4
2024-05-10,Food,6.0,Burger King Payment ₹6.0
2024-05-10,Investment,10.0,Crypto Investment ₹10.0
2024-05-10,Bills,3.5,Airtel Postpaid ₹3.5
2024-05-11,Bills,150.0,Airtel Postpaid ₹150.0
2024-05-11,Miscellaneous,3.9,Gift Shop ₹3.9
2024-05-11,Groceries,7.1,Reliance Fresh ₹7.1
2024-05-10,Investment,35.0,Crypto Investment ₹35.0
2024-05-11,Food,5.6,Zomato Order ₹5.6
2024-05-11,Healthcare,10.0,Diagnostic Center Payment ₹10.0
2024-05-12,Miscellaneous,20.0,Gift Shop ₹20.0
2024-05-12,Fitness,7.1,Protein Supplement ₹7.1
2024-05-12,Food,44.0,Zomato Order ₹44.0
2024-05-12,Insurance,22.0,LIC Premium ₹22.0
2024-05-12,Dining,5.0,KFC Meal ₹5.0
2024-05-12,Groceries,16.0,DMart Purchase ₹16.0
2024-05-13,Fitness,4.4,Yoga Class ₹4.4
2024-05-13,Education,70.0,Coursera Subscription ₹70.0
2024-05-13,Insurance,10.0,LIC Premium ₹10.0
2024-05-13,Insurance,5.0,LIC Premium ₹5.0
2024-05-13,Food,6.18,Dominos Order ₹6.18
2024-05-13,Entertainment,2.5,YouTube Premium ₹2.5
2024-05-13,Insurance,31.0,Health Insurance ₹31.0
2024-05-14,Bills,8.55,Jio Fiber Recharge ₹8.55
2024-05-14,Investment,11.0,Mutual Fund SIP ₹11.0
2024-05-15,Groceries,4.8,DMart Purchase ₹4.8
2024-05-15,Transport,5.4,Cab Fare ₹5.4
2024-05-15,Travel,10.0,MakeMyTrip Payment ₹10.0
2024-05-15,Fitness,7.6,Yoga Class ₹7.6
2024-05-15,Healthcare,6.5,MedPlus Bill ₹6.5
2024-05-16,Miscellaneous,5.27,Gift Shop ₹5.27
2024-05-16,Entertainment,9.0,BookMyShow Ticket ₹9.0
2024-05-16,Shopping,9.5,TataCliq Payment ₹9.5
2024-05-16,Dining,7.6,Subway Sandwich ₹7.6
2024-05-16,Dining,100.0,KFC Meal ₹100.0
2024-05-16,Investment,3.14,Stock Purchase ₹3.14
2024-05-17,Healthcare,7.35,Doctor Visit ₹7.35
2024-05-17,Dining,11.0,KFC Meal ₹11.0
2024-05-17,Dining,5.0,KFC Meal ₹5.0
2024-05-17,Healthcare,6.3,Doctor Visit ₹6.3
2024-05-18,Travel,0.8,Air India Flight ₹0.8
2024-05-18,Insurance,7.6,Car Insurance ₹7.6
2024-05-18,Investment,7.2,PPF Deposit ₹7.2
2024-05-18,Healthcare,8.4,Apollo Pharmacy ₹8.4
2024-05-19,Travel,48.0,MakeMyTrip Payment ₹48.0
2024-05-19,Healthcare,7.6,MedPlus Bill ₹7.6
2024-05-19,Fitness,25.0,Yoga Class ₹25.0
2024-05-19,Bills,5.6,Jio Fiber Recharge ₹5.6
2024-05-19,Education,19.0,Byjus Payment ₹19.0
2024-05-19,Entertainment,3.8,BookMyShow Ticket ₹3.8
2024-05-19,Fitness,10.0,Gym Membership ₹10.0
2024-05-19,Groceries,11.0,BigBasket Order ₹11.0
2024-05-19,Healthcare,7.35,Diagnostic Center Payment ₹7.35
2024-05-19,Fitness,2.0,Gym Membership ₹2.0
2024-05-20,Education,2.6,Byjus Payment ₹2.6
2024-05-20,Insurance,5.6,Health Insurance ₹5.6
2024-05-20,Insurance,7.6,LIC Premium ₹7.6
2024-05-20,Investment,7.6,Mutual Fund SIP ₹7.6
2024-05-20,Transport,100.0,Uber Trip ₹100.0
2024-05-21,Groceries,10.0,More Supermarket ₹10.0
2024-05-21,Groceries,1.8,More Supermarket ₹1.8
2024-05-21,Insurance,3.0,Car Insurance ₹3.0
2024-05-21,Healthcare,7.2,Apollo Pharmacy ₹7.2
2024-05-21,Investment,10.0,PPF Deposit ₹10.0
2024-05-22,Dining,2.5,Subway Sandwich ₹2.5
2024-05-22,Food,7.6,Dominos Order ₹7.6
2024-05-22,Bills,10.0,Jio Fiber Recharge ₹10.0
2024-05-22,Food,7.6,Cafe Coffee Day ₹7.6
2024-05-22,Bills,1.8,Airtel Postpaid ₹1.8
2024-05-22,Entertainment,9.6,Spotify Payment ₹9.6
2024-05-23,Fitness,7.6,Yoga Class ₹7.6
2024-05-23,Food,2.5,Zomato Order ₹2.5
2024-05-23,Food,22.0,Zomato Order ₹22.0
2024-05-24,Transport,7.2,Train Ticket ₹7.2
2024-05-24,Fitness,12.9,Yoga Class ₹12.9
2024-05-24,Healthcare,14.0,Diagnostic Center Payment ₹14.0
2024-05-24,Food,3.5,Swiggy Payment ₹3.5
2024-05-24,Dining,7.6,Subway Sandwich ₹7.6
2024-05-24,Insurance,31.0,Car Insurance ₹31.0
2024-05-25,Investment,7.6,Crypto Investment ₹7.6
2024-05-25,Entertainment,4.0,BookMyShow Ticket ₹4.0
2024-05-26,Education,0.5,Skillshare Membership ₹0.5
2024-05-26,Shopping,7.6,Ajio Shopping ₹7.6
2024-05-26,Dining,4.5,Subway Sandwich ₹4.5
2024-05-27,Bills,0.55,Internet Bill ₹0.55
2024-05-27,Healthcare,2.5,MedPlus Bill ₹2.5
2024-05-27,Shopping,18.0,Amazon Purchase ₹18.0
2024-05-27,Education,4.3,Coursera Subscription ₹4.3
2024-05-27,Entertainment,4.4,Netflix Subscription ₹4.4
2024-05-27,Entertainment,4.25,Spotify Payment ₹4.25
2024-05-27,Groceries,2.8,Reliance Fresh ₹2.8
2024-05-28,Groceries,12.0,More Supermarket ₹12.0
2024-05-28,Miscellaneous,5.0,Petrol Pump ₹5.0
2024-05-28,Shopping,7.0,TataCliq Payment ₹7.0
2024-05-29,Education,2.5,Skillshare Membership ₹2.5
2024-05-29,Entertainment,6.0,BookMyShow Ticket ₹6.0
2024-05-29,Travel,11.0,MakeMyTrip Payment ₹11.0
2024-05-29,Food,5.6,Burger King Payment ₹5.6
2024-05-29,Transport,3.0,Rapido Ride ₹3.0
2024-05-29,Investment,10.0,Mutual Fund SIP ₹10.0
2024-05-30,Miscellaneous,0.5,Donation ₹0.5
2024-05-30,Travel,13.0,OYO Rooms Booking ₹13.0
2024-05-31,Dining,4.5,McDonalds Bill ₹4.5
2024-05-31,Healthcare,7.7,Doctor Visit ₹7.7
2024-05-31,Entertainment,6.8,YouTube Premium ₹6.8
2024-06-01,Entertainment,4.8,Netflix Subscription ₹4.8
2024-06-01,Education,0.5,Unacademy Plan ₹0.5
2024-06-01,Healthcare,44.0,Apollo Pharmacy ₹44.0
2024-06-01,Transport,4.8,Delhi Metro Recharge ₹4.8
2024-06-01,Transport,5.6,Rapido Ride ₹5.6
2024-06-01,Insurance,4.8,LIC Premium ₹4.8
2024-06-01,Education,20.0,Byjus Payment ₹20.0
2024-06-02,Travel,10.0,OYO Rooms Booking ₹10.0
2024-06-02,Shopping,4.8,TataCliq Payment ₹4.8
2024-06-02,Education,35.0,Unacademy Plan ₹35.0
2024-06-02,Shopping,7.6,Myntra Order ₹7.6
2024-06-02,Transport,26.0,Uber Trip ₹26.0
2024-06-02,Entertainment,1.4,Hotstar Renewal ₹1.4
2024-06-02,Dining,35.0,Barbeque Nation ₹35.0
2024-06-03,Dining,5.3,Subway Sandwich ₹5.3
2024-06-03,Bills,10.9,Water Bill ₹10.9
2024-06-03,Shopping,7.6,Ajio Shopping ₹7.6
2024-06-03,Groceries,6.6,DMart Purchase ₹6.6
2024-06-03,Fitness,50.0,Protein Supplement ₹50.0
2024-06-03,Investment,5.6,Crypto Investment ₹5.6
2024-06-03,Travel,1.3,MakeMyTrip Payment ₹1.3
2024-06-04,Entertainment,10.0,Netflix Subscription ₹10.0
2024-06-04,Insurance,4.8,Car Insurance ₹4.8
2024-06-04,Travel,3.0,OYO Rooms Booking ₹3.0
2024-06-04,Food,12.0,Pizza Hut Bill ₹12.0
2024-06-04,Transport,4.8,Rapido Ride ₹4.8
2024-06-04,Bills,8.0,Internet Bill ₹8.0
2024-06-05,Fitness,7.0,Protein Supplement ₹7.0
2024-06-05,Entertainment,23.0,Spotify Payment ₹23.0
2024-06-05,Insurance,4.8,Car Insurance ₹4.8
2024-06-05,Miscellaneous,4.8,Donation ₹4.8
2024-06-05,Food,3.0,Burger King Payment ₹3.0
2024-06-06,Investment,7.6,PPF Deposit ₹7.6
2024-06-06,Shopping,5.9,Amazon Purchase ₹5.9
2024-06-06,Travel,150.0,IRCTC Train Ticket ₹150.0
2024-06-06,Insurance,5.8,Health Insurance ₹5.8
2024-06-07,Education,2.0,Udemy Course ₹2.0
2024-06-07,Miscellaneous,6.5,Gift Shop ₹6.5
2024-06-07,Education,6.5,Coursera Subscription ₹6.5
2024-06-07,Investment,15.0,Stock Purchase ₹15.0
2024-06-07,Fitness,3.0,Yoga Class ₹3.0
2024-06-07,Healthcare,15.0,Doctor Visit ₹15.0
2024-06-08,Healthcare,10.0,Diagnostic Center Payment ₹10.0
2024-06-08,Education,6.5,Unacademy Plan ₹6.5
2024-06-08,Miscellaneous,7.6,Donation ₹7.6
2024-06-08,Shopping,31.0,Amazon Purchase ₹31.0
2024-06-08,Food,4.8,Cafe Coffee Day ₹4.8
2024-06-08,Transport,27.0,Train Ticket ₹27.0
2024-06-08,Transport,2.3,Delhi Metro Recharge ₹2.3
2024-06-09,Groceries,3.0,Reliance Fresh ₹3.0
2024-06-09,Healthcare,8.4,Apollo Pharmacy ₹8.4
2024-06-09,Dining,40.0,Barbeque Nation ₹40.0
2024-06-09,Fitness,123.0,Protein Supplement ₹123.0
2024-06-09,Transport,88.0,Ola Ride ₹88.0
2024-06-09,Groceries,11.0,More Supermarket ₹11.0
2024-06-09,Healthcare,5.55,MedPlus Bill ₹5.55
2024-06-10,Fitness,10.0,CultFit Subscription ₹10.0
2024-06-10,Fitness,8.0,CultFit Subscription ₹8.0
2024-06-10,Transport,5.0,Cab Fare ₹5.0
2024-06-10,Groceries,1.0,DMart Purchase ₹1.0
2024-06-11,Investment,21.0,Mutual Fund SIP ₹21.0
2024-06-11,Miscellaneous,10.0,Gift Shop ₹10.0
2024-06-11,Entertainment,7.0,Hotstar Renewal ₹7.0
2024-06-11,Insurance,250.0,Health Insurance ₹250.0
2024-06-11,Food,10.0,Cafe Coffee Day ₹10.0
2024-06-12,Dining,3.2,Subway Sandwich ₹3.2
2024-06-12,Healthcare,7.6,Diagnostic Center Payment ₹7.6
2024-06-12,Transport,6.3,Rapido Ride ₹6.3
2024-06-12,Insurance,5.2,Health Insurance ₹5.2
2024-06-12,Entertainment,200.0,YouTube Premium ₹200.0
2024-06-12,Insurance,402.0,LIC Premium ₹402.0
2024-06-12,Bills,5.5,Water Bill ₹5.5
2024-06-13,Bills,8.5,Jio Fiber Recharge ₹8.5
2024-06-13,Investment,8.0,Crypto Investment ₹8.0
2024-06-13,Fitness,24.0,CultFit Subscription ₹24.0
2024-06-14,Entertainment,3.3,Netflix Subscription ₹3.3
2024-06-14,Education,3.0,Unacademy Plan ₹3.0
2024-06-14,Entertainment,8.0,Hotstar Renewal ₹8.0
2024-06-14,Shopping,43.0,Flipkart Order ₹43.0
2024-06-15,Healthcare,5.7,Diagnostic Center Payment ₹5.7
2024-06-15,Insurance,5.6,LIC Premium ₹5.6
2024-06-15,Food,8.4,Swiggy Payment ₹8.4
2024-06-15,Bills,6.6,Airtel Postpaid ₹6.6
2024-06-15,Dining,5.7,Subway Sandwich ₹5.7
2024-06-16,Healthcare,7.6,Diagnostic Center Payment ₹7.6
2024-06-16,Transport,5.7,Uber Trip ₹5.7
2024-06-16,Food,4.55,Dominos Order ₹4.55
2024-06-17,Education,6.1,Udemy Course ₹6.1
2024-06-17,Investment,16.0,Stock Purchase ₹16.0
2024-06-17,Transport,22.0,Rapido Ride ₹22.0
2024-06-17,Education,4.1,Skillshare Membership ₹4.1
2024-06-17,Fitness,13.0,Protein Supplement ₹13.0
2024-06-18,Shopping,8.0,TataCliq Payment ₹8.0
2024-06-18,Fitness,5.7,CultFit Subscription ₹5.7
2024-06-18,Travel,9.2,OYO Rooms Booking ₹9.2
2024-06-19,Investment,17.0,Crypto Investment ₹17.0
2024-06-19,Healthcare,6.6,Doctor Visit ₹6.6
2024-06-19,Investment,0.8,Stock Purchase ₹0.8
2024-06-19,Fitness,5.3,Protein Supplement ₹5.3
2024-06-19,Shopping,20.0,Flipkart Order ₹20.0
2024-06-19,Investment,10.0,Stock Purchase ₹10.0
2024-06-20,Shopping,10.0,Myntra Order ₹10.0
2024-06-20,Groceries,8.6,More Supermarket ₹8.6
2024-06-20,Fitness,5.8,Gym Membership ₹5.8
2024-06-20,Food,18.0,Swiggy Payment ₹18.0
2024-06-21,Miscellaneous,0.4,Gift Shop ₹0.4
2024-06-21,Fitness,2.0,Gym Membership ₹2.0
2024-06-21,Shopping,4.8,TataCliq Payment ₹4.8
2024-06-21,Groceries,2.0,DMart Purchase ₹2.0
2024-06-22,Bills,0.8,Electricity Bill BSES ₹0.8
2024-06-22,Shopping,8.4,Myntra Order ₹8.4
2024-06-22,Healthcare,5.7,Apollo Pharmacy ₹5.7
2024-06-22,Fitness,3.0,Yoga Class ₹3.0
2024-06-22,Food,1.85,Zomato Order ₹1.85
2024-06-23,Insurance,8.4,Health Insurance ₹8.4
2024-06-23,Food,1.0,Cafe Coffee Day ₹1.0
2024-06-24,Education,1.7,Coursera Subscription ₹1.7
2024-06-24,Travel,8.5,IRCTC Train Ticket ₹8.5
2024-06-24,Insurance,6.0,Car Insurance ₹6.0
2024-06-24,Fitness,3.2,Gym Membership ₹3.2
2024-06-24,Transport,3.0,Rapido Ride ₹3.0
2024-06-25,Education,5.4,Byjus Payment ₹5.4
2024-06-25,Food,8.3,Cafe Coffee Day ₹8.3
2024-06-25,Transport,5.7,Ola Ride ₹5.7
2024-06-25,Fitness,5.9,Gym Membership ₹5.9
2024-06-26,Education,1.5,Udemy Course ₹1.5
2024-06-26,Shopping,6.0,Flipkart Order ₹6.0
2024-06-26,Miscellaneous,40.0,Charity ₹40.0
2024-06-26,Miscellaneous,20.0,Petrol Pump ₹20.0
2024-06-26,Education,5.9,Byjus Payment ₹5.9
2024-06-26,Education,3.0,Udemy Course ₹3.0
2024-06-26,Insurance,19.0,Health Insurance ₹19.0
2024-06-26,Investment,25.0,Crypto Investment ₹25.0
2024-06-27,Healthcare,3.0,MedPlus Bill ₹3.0
2024-06-27,Fitness,2.27,Yoga Class ₹2.27
2024-06-28,Groceries,3.3,BigBasket Order ₹3.3
2024-06-28,Food,5.4,Cafe Coffee Day ₹5.4
2024-06-28,Fitness,8.3,Yoga Class ₹8.3
2024-06-29,Food,10.0,Cafe Coffee Day ₹10.0
2024-06-29,Entertainment,5.9,Hotstar Renewal ₹5.9
2024-06-29,Insurance,19.0,Health Insurance ₹19.0
2024-06-29,Healthcare,13.0,Diagnostic Center Payment ₹13.0
2024-06-29,Shopping,5.6,TataCliq Payment ₹5.6
2024-06-29,Education,20.0,Udemy Course ₹20.0
2024-06-30,Food,10.0,Cafe Coffee Day ₹10.0
2024-06-29,Travel,20.0,OYO Rooms Booking ₹20.0
2024-06-30,Insurance,6.0,Car Insurance ₹6.0
2024-06-30,Miscellaneous,5.7,Stationery Store ₹5.7
2024-06-30,Healthcare,5.0,Apollo Pharmacy ₹5.0
2024-06-30,Healthcare,6.0,MedPlus Bill ₹6.0
2024-06-30,Groceries,10.0,BigBasket Order ₹10.0
2024-06-30,Travel,2.2,Air India Flight ₹2.2
2024-06-30,Education,29.0,Unacademy Plan ₹29.0
2024-07-01,Fitness,7.2,Gym Membership ₹7.2
2024-07-01,Entertainment,11.0,YouTube Premium ₹11.0
2024-07-01,Dining,213.0,McDonalds Bill ₹213.0
2024-07-01,Healthcare,8.7,Apollo Pharmacy ₹8.7
2024-07-02,Insurance,5.25,Health Insurance ₹5.25
2024-07-02,Food,5.5,Pizza Hut Bill ₹5.5
2024-07-02,Bills,8.0,Internet Bill ₹8.0
2024-07-02,Entertainment,8.7,Netflix Subscription ₹8.7
2024-07-02,Education,7.0,Skillshare Membership ₹7.0
2024-07-03,Groceries,12.0,Reliance Fresh ₹12.0
2024-07-03,Education,7.35,Byjus Payment ₹7.35
2024-07-03,Insurance,16.0,LIC Premium ₹16.0
2024-07-03,Food,8.7,Dominos Order ₹8.7
2024-07-03,Travel,8.0,OYO Rooms Booking ₹8.0
2024-07-04,Transport,5.4,Rapido Ride ₹5.4
2024-07-04,Investment,7.35,Stock Purchase ₹7.35
2024-07-04,Bills,7.0,Airtel Postpaid ₹7.0
2024-07-04,Transport,14.0,Cab Fare ₹14.0
2024-07-04,Bills,8.0,Internet Bill ₹8.0
2024-07-04,Insurance,204.0,Car Insurance ₹204.0
2024-07-05,Transport,5.0,Train Ticket ₹5.0
2024-07-05,Bills,4.3,Electricity Bill BSES ₹4.3
2024-07-05,Food,10.0,Zomato Order ₹10.0
2024-07-05,Food,1.3,Pizza Hut Bill ₹1.3
2024-07-05,Entertainment,8.0,Netflix Subscription ₹8.0
2024-07-05,Entertainment,6.0,BookMyShow Ticket ₹6.0
2024-07-05,Entertainment,4.5,Spotify Payment ₹4.5
2024-07-05,Entertainment,42.0,Hotstar Renewal ₹42.0
2024-07-06,Fitness,20.0,Gym Membership ₹20.0
2024-07-06,Fitness,500.0,Protein Supplement ₹500.0
2024-07-06,Healthcare,21.0,MedPlus Bill ₹21.0
2024-07-06,Shopping,12.0,Myntra Order ₹12.0
2024-07-05,Groceries,5.0,More Supermarket ₹5.0
2024-07-06,Travel,3.0,MakeMyTrip Payment ₹3.0
2024-07-07,Travel,6.0,OYO Rooms Booking ₹6.0
2024-07-07,Education,8.0,Udemy Course ₹8.0
2024-07-07,Shopping,13.0,Myntra Order ₹13.0
2024-07-08,Shopping,5.2,TataCliq Payment ₹5.2
2024-07-08,Shopping,10.0,Flipkart Order ₹10.0
2024-07-08,Travel,10.0,Air India Flight ₹10.0
2024-07-09,Groceries,12.0,BigBasket Order ₹12.0
2024-07-09,Healthcare,8.3,MedPlus Bill ₹8.3
2024-07-09,Miscellaneous,8.0,Donation ₹8.0
2024-07-10,Travel,3.2,MakeMyTrip Payment ₹3.2
2024-07-10,Education,50.0,Udemy Course ₹50.0
2024-07-10,Education,1.0,Unacademy Plan ₹1.0
2024-07-10,Transport,20.0,Train Ticket ₹20.0
2024-07-10,Groceries,5.8,BigBasket Order ₹5.8
2024-07-10,Healthcare,5.0,Diagnostic Center Payment ₹5.0
2024-07-10,Fitness,4.0,CultFit Subscription ₹4.0
2024-07-11,Travel,1.6,IRCTC Train Ticket ₹1.6
2024-07-11,Entertainment,200.0,YouTube Premium ₹200.0
2024-07-11,Education,10.0,Skillshare Membership ₹10.0
2024-07-11,Entertainment,15.0,Hotstar Renewal ₹15.0
2024-07-11,Insurance,7.0,Health Insurance ₹7.0
2024-07-11,Travel,8.0,Air India Flight ₹8.0
2024-07-11,Education,0.85,Unacademy Plan ₹0.85
2024-07-12,Investment,11.0,Crypto Investment ₹11.0
2024-07-12,Dining,7.2,Subway Sandwich ₹7.2
2024-07-12,Fitness,55.0,CultFit Subscription ₹55.0
2024-07-12,Miscellaneous,5.0,Donation ₹5.0
2024-07-13,Food,8.0,Cafe Coffee Day ₹8.0
2024-07-13,Entertainment,7.0,Spotify Payment ₹7.0
2024-07-13,Bills,5.7,Water Bill ₹5.7
2024-07-13,Groceries,8.0,DMart Purchase ₹8.0
2024-07-13,Groceries,1.0,Reliance Fresh ₹1.0
2024-07-14,Entertainment,8.0,Netflix Subscription ₹8.0
2024-07-14,Healthcare,6.0,Doctor Visit ₹6.0
2024-07-14,Travel,8.0,Air India Flight ₹8.0
2024-07-14,Bills,13.0,Airtel Postpaid ₹13.0
2024-07-14,Shopping,5.0,TataCliq Payment ₹5.0
2024-07-14,Groceries,120.0,Reliance Fresh ₹120.0
2024-07-14,Transport,10.0,Ola Ride ₹10.0
2024-07-15,Groceries,6.0,More Supermarket ₹6.0
2024-07-15,Dining,10.0,KFC Meal ₹10.0
2024-07-15,Shopping,9.0,Flipkart Order ₹9.0
2024-07-15,Shopping,9.0,Ajio Shopping ₹9.0
2024-07-15,Insurance,12.0,LIC Premium ₹12.0
2024-07-16,Food,6.24,Cafe Coffee Day ₹6.24
2024-07-16,Entertainment,8.0,YouTube Premium ₹8.0
2024-07-17,Miscellaneous,7.0,Charity ₹7.0
2024-07-17,Insurance,5.0,LIC Premium ₹5.0
2024-07-17,Insurance,2222.0,LIC Premium ₹2222.0
2024-07-17,Transport,5.0,Uber Trip ₹5.0
2024-07-17,Healthcare,10.0,Diagnostic Center Payment ₹10.0
2024-07-17,Groceries,88.0,Reliance Fresh ₹88.0
2024-07-17,Dining,2.5,McDonalds Bill ₹2.5
2024-07-17,Travel,18.0,IRCTC Train Ticket ₹18.0
2024-07-17,Entertainment,5.1,BookMyShow Ticket ₹5.1
2024-07-18,Insurance,5.6,Health Insurance ₹5.6
2024-07-18,Bills,9.0,Water Bill ₹9.0
2024-07-18,Transport,7.0,Delhi Metro Recharge ₹7.0
2024-07-19,Groceries,8.0,DMart Purchase ₹8.0
2024-07-19,Education,5.7,Skillshare Membership ₹5.7
2024-07-18,Shopping,23.0,Flipkart Order ₹23.0
2024-07-19,Entertainment,5.0,Spotify Payment ₹5.0
2024-07-20,Healthcare,8.0,Diagnostic Center Payment ₹8.0
2024-07-20,Shopping,150.0,TataCliq Payment ₹150.0
2024-07-20,Dining,50.0,KFC Meal ₹50.0
2024-07-21,Shopping,5.7,Ajio Shopping ₹5.7
2024-07-21,Entertainment,8.7,Netflix Subscription ₹8.7
2024-07-21,Bills,40.0,Jio Fiber Recharge ₹40.0
2024-07-22,Investment,19.0,Crypto Investment ₹19.0
2024-07-22,Miscellaneous,7.1,Donation ₹7.1
2024-07-22,Travel,60.0,Air India Flight ₹60.0
2024-07-23,Shopping,2.0,Myntra Order ₹2.0
2024-07-23,Travel,1.0,OYO Rooms Booking ₹1.0
2024-07-23,Healthcare,5.7,Doctor Visit ₹5.7
2024-07-23,Miscellaneous,8.0,Petrol Pump ₹8.0
2024-07-23,Education,5.0,Unacademy Plan ₹5.0
2024-07-23,Food,15.0,Dominos Order ₹15.0
2024-07-24,Miscellaneous,1.0,Petrol Pump ₹1.0
2024-07-24,Investment,18.1,Mutual Fund SIP ₹18.1
2024-07-24,Shopping,6.0,Flipkart Order ₹6.0
2024-07-24,Entertainment,0.5,Spotify Payment ₹0.5
2024-07-25,Education,9.0,Byjus Payment ₹9.0
2024-07-25,Dining,20.0,Barbeque Nation ₹20.0
2024-07-25,Education,15.0,Coursera Subscription ₹15.0
2024-07-25,Education,90.0,Unacademy Plan ₹90.0
2024-07-25,Shopping,0.5,TataCliq Payment ₹0.5
2024-07-25,Entertainment,2.25,Netflix Subscription ₹2.25
2024-07-25,Miscellaneous,19.0,Petrol Pump ₹19.0
2024-07-26,Education,8.7,Coursera Subscription ₹8.7
2024-07-26,Investment,2.5,Crypto Investment ₹2.5
2024-07-26,Entertainment,5.9,BookMyShow Ticket ₹5.9
2024-07-26,Fitness,2.5,Protein Supplement ₹2.5
2024-07-26,Miscellaneous,8.0,Donation ₹8.0
2024-07-26,Insurance,8.0,Car Insurance ₹8.0
2024-07-26,Travel,8.0,Air India Flight ₹8.0
2024-07-27,Food,8.0,Pizza Hut Bill ₹8.0
2024-07-27,Groceries,15.0,BigBasket Order ₹15.0
2024-07-27,Insurance,5.7,LIC Premium ₹5.7
2024-07-27,Insurance,26.0,LIC Premium ₹26.0
2024-07-28,Shopping,8.7,Myntra Order ₹8.7
2024-07-28,Education,11.0,Byjus Payment ₹11.0
2024-07-28,Miscellaneous,5.7,Donation ₹5.7
2024-07-28,Shopping,2.0,Amazon Purchase ₹2.0
2024-07-28,Insurance,16.0,Car Insurance ₹16.0
2024-07-29,Education,8.0,Coursera Subscription ₹8.0
2024-07-29,Healthcare,100.0,Diagnostic Center Payment ₹100.0
2024-07-29,Transport,8.0,Cab Fare ₹8.0
2024-07-29,Entertainment,10.0,Netflix Subscription ₹10.0
2024-07-29,Fitness,5.0,CultFit Subscription ₹5.0
2024-07-30,Dining,16.0,Barbeque Nation ₹16.0
2024-07-30,Bills,15.0,Airtel Postpaid ₹15.0
2024-07-30,Transport,72.0,Train Ticket ₹72.0
2024-07-31,Miscellaneous,89.0,Gift Shop ₹89.0
2024-07-31,Investment,16.0,Crypto Investment ₹16.0
2024-07-31,Shopping,35.0,Ajio Shopping ₹35.0
2024-07-31,Miscellaneous,3.0,Charity ₹3.0
2024-07-31,Dining,11.0,Barbeque Nation ₹11.0
2024-07-31,Entertainment,10.0,Netflix Subscription ₹10.0
2024-07-31,Bills,5.0,Jio Fiber Recharge ₹5.0
2024-07-31,Food,8.0,Swiggy Payment ₹8.0
2024-08-01,Dining,20.0,McDonalds Bill ₹20.0
2024-08-01,Fitness,2.4,Yoga Class ₹2.4
2024-08-01,Travel,2.5,OYO Rooms Booking ₹2.5
2024-08-01,Dining,6.75,McDonalds Bill ₹6.75
