date,amount,description
2023-11-20 16:41:29 +0000,12,Amazon Purchase ₹12.0
2023-11-21 04:47:23 +0000,150,McDonalds Bill ₹150.0
2023-11-21 10:04:04 +0000,7.6,MedPlus Bill ₹7.6
2023-11-21 15:41:52 +0000,9.5,Petrol Pump ₹9.5
2023-11-21 17:59:46 +0000,12,Jio Fiber Recharge ₹12.0
2023-11-22 08:53:29 +0000,5,Myntra Order ₹5.0
2023-11-22 14:29:16 +0000,9.5,Doctor Visit ₹9.5
2023-11-22 15:51:30 +0000,5.5,Car Insurance ₹5.5
2023-11-23 04:28:00 +0000,5.7,Subway Sandwich ₹5.7
2023-11-23 07:35:52 +0000,5,Uber Trip ₹5.0
2023-11-23 15:01:58 +0000,9,Swiggy Payment ₹9.0
2023-11-23 19:26:49 +0000,5,Health Insurance ₹5.0
2023-11-24 04:32:55 +0000,12.25,Udemy Course ₹12.25
2023-11-24 09:50:32 +0000,0.75,Petrol Pump ₹0.75
2023-11-24 17:18:01 +0000,20,Pizza Hut Bill ₹20.0
2023-11-25 08:51:06 +0000,9.5,Byjus Payment ₹9.5
2023-11-25 15:15:33 +0000,10,Donation ₹10.0
2023-11-25 15:59:44 +0000,13,Byjus Payment ₹13.0
2023-11-26 05:50:35 +0000,9.5,Health Insurance ₹9.5
2023-11-26 06:52:42 +0000,10,Yoga Class ₹10.0
2023-11-26 15:00:55 +0000,10,Flipkart Order ₹10.0
2023-11-26 15:39:48 +0000,10,Electricity Bill BSES ₹10.0
2023-11-26 15:39:53 +0000,22,KFC Meal ₹22.0
2023-11-26 15:39:59 +0000,5.5,YouTube Premium ₹5.5
2023-11-26 16:57:41 +0000,4.22,Amazon Purchase ₹4.22
2023-11-27 04:26:20 +0000,3.73,Yoga Class ₹3.73
2023-11-27 09:18:38 +0000,9,Donation ₹9.0
2023-11-27 09:24:52 +0000,9.2,Flipkart Order ₹9.2
2023-11-27 14:35:05 +0000,9.5,Diagnostic Center Payment ₹9.5
2023-11-27 16:56:27 +0000,9.5,Uber Trip ₹9.5
2023-11-27 16:57:52 +0000,10.32,Stationery Store ₹10.32
2023-11-28 04:46:23 +0000,4,Reliance Fresh ₹4.0
2023-11-28 08:12:10 +0000,14,Udemy Course ₹14.0
2023-11-28 14:21:30 +0000,9.5,Amazon Purchase ₹9.5
2023-11-29 07:41:27 +0000,6.3,Gift Shop ₹6.3
2023-11-29 14:14:13 +0000,9.5,BigBasket Order ₹9.5
2023-11-29 15:57:05 +0000,10,Mutual Fund SIP ₹10.0
2023-11-29 17:25:23 +0000,11,Coursera Subscription ₹11.0
2023-11-30 05:37:25 +0000,5,Coursera Subscription ₹5.0
2023-11-30 07:29:32 +0000,6.3,Flipkart Order ₹6.3
2023-11-30 14:32:41 +0000,9.5,KFC Meal ₹9.5
2023-11-30 17:52:59 +0000,4,Gift Shop ₹4.0
2023-12-01 04:38:35 +0000,1.7,Flipkart Order ₹1.7
2023-12-01 06:48:35 +0000,4.1,Udemy Course ₹4.1
2023-12-01 12:14:05 +0000,7.2,Zomato Order ₹7.2
2023-12-01 12:14:44 +0000,2.68,MedPlus Bill ₹2.68
2023-12-01 13:16:44 +0000,100,PPF Deposit ₹100.0
2023-12-01 15:10:57 +0000,7.21,Skillshare Membership ₹7.21
2023-12-02 10:14:26 +0000,80,Cafe Coffee Day ₹80.0
2023-12-02 10:45:43 +0000,9.5,Skillshare Membership ₹9.5
2023-12-02 13:25:12 +0000,5.5,TataCliq Payment ₹5.5
2023-12-02 14:20:45 +0000,23,OYO Rooms Booking ₹23.0
2023-12-03 05:02:24 +0000,20,MakeMyTrip Payment ₹20.0
2023-12-03 06:03:58 +0000,1,Myntra Order ₹1.0
2023-12-03 06:21:44 +0000,8,PPF Deposit ₹8.0
2023-12-03 06:43:45 +0000,17,Delhi Metro Recharge ₹17.0
2023-12-03 09:46:25 +0000,9,TataCliq Payment ₹9.0
2023-12-03 15:18:38 +0000,90,Flipkart Order ₹90.0
2023-12-04 04:38:09 +0000,2,Ajio Shopping ₹2.0
2023-12-04 11:57:43 +0000,6.3,Subway Sandwich ₹6.3
2023-12-04 14:16:33 +0000,9.5,IRCTC Train Ticket ₹9.5
2023-12-04 16:18:14 +0000,44,KFC Meal ₹44.0
2023-12-05 04:51:36 +0000,7,Yoga Class ₹7.0
2023-12-05 08:41:10 +0000,10,Ola Ride ₹10.0
2023-12-05 14:36:36 +0000,15,MedPlus Bill ₹15.0
2023-12-06 04:48:56 +0000,11,Petrol Pump ₹11.0
2023-12-06 08:15:57 +0000,10,Ola Ride ₹10.0
2023-12-06 14:46:49 +0000,6.55,LIC Premium ₹6.55
2023-12-06 04:05:00 +0000,5,Ajio Shopping ₹5.0
2023-12-07 07:41:41 +0000,6.7,Unacademy Plan ₹6.7
2023-12-07 12:08:29 +0000,6.3,DMart Purchase ₹6.3
2023-12-08 04:55:07 +0000,15,Crypto Investment ₹15.0
2023-12-08 10:57:43 +0000,2,Byjus Payment ₹2.0
2023-12-09 10:36:39 +0000,5.8,IRCTC Train Ticket ₹5.8
2023-12-09 11:50:02 +0000,13.2,Spotify Payment ₹13.2
2023-12-09 14:52:29 +0000,7.4,Netflix Subscription ₹7.4
2023-12-09 15:03:02 +0000,5,Delhi Metro Recharge ₹5.0
2023-12-09 15:46:50 +0000,5.75,McDonalds Bill ₹5.75
2023-12-10 10:45:15 +0000,9.5,Air India Flight ₹9.5
2023-12-10 10:46:39 +0000,10,Diagnostic Center Payment ₹10.0
2023-12-10 17:36:37 +0000,0.5,Yoga Class ₹0.5
2023-12-10 18:57:15 +0000,114,PPF Deposit ₹114.0
2023-12-10 18:57:26 +0000,200,Skillshare Membership ₹200.0
2023-12-11 04:33:18 +0000,6,Apollo Pharmacy ₹6.0
2023-12-11 19:22:12 +0000,60,MakeMyTrip Payment ₹60.0
2023-12-12 04:41:42 +0000,5,LIC Premium ₹5.0
2023-12-12 11:13:38 +0000,14,Apollo Pharmacy ₹14.0
2023-12-12 15:00:02 +0000,21,Jio Fiber Recharge ₹21.0
2023-12-13 04:46:47 +0000,6,MakeMyTrip Payment ₹6.0
2023-12-13 09:40:05 +0000,11,Air India Flight ₹11.0
2023-12-13 11:31:26 +0000,5,Doctor Visit ₹5.0
2023-12-13 14:45:12 +0000,5,Cab Fare ₹5.0
2023-12-14 04:59:48 +0000,13.3,Byjus Payment ₹13.3
2023-12-14 11:38:13 +0000,14,CultFit Subscription ₹14.0
2023-12-14 14:16:05 +0000,9.5,Apollo Pharmacy ₹9.5
2023-12-14 17:06:56 +0000,8.21,Netflix Subscription ₹8.21
2023-12-15 06:24:10 +0000,8,Water Bill ₹8.0
2023-12-15 07:39:17 +0000,5.9,Flipkart Order ₹5.9
2023-12-15 08:48:12 +0000,100,Doctor Visit ₹100.0
2023-12-15 12:08:39 +0000,9.5,LIC Premium ₹9.5
2023-12-15 14:20:56 +0000,9.5,CultFit Subscription ₹9.5
2023-12-15 19:42:06 +0000,12.13,Ola Ride ₹12.13
2023-12-16 11:05:56 +0000,6.5,Mutual Fund SIP ₹6.5
2023-12-16 11:32:18 +0000,18.6,Crypto Investment ₹18.6
2023-12-16 15:44:47 +0000,12,Crypto Investment ₹12.0
2023-12-17 11:41:39 +0000,0.85,McDonalds Bill ₹0.85
2023-12-17 15:02:35 +0000,5,Water Bill ₹5.0
2023-12-18 17:23:45 +0000,6,Cab Fare ₹6.0
2023-12-18 17:23:48 +0000,25,Doctor Visit ₹25.0
2023-12-18 17:31:32 +0000,8.6,McDonalds Bill ₹8.6
2023-12-19 10:43:22 +0000,10,LIC Premium ₹10.0
2023-12-19 13:07:49 +0000,2.71,DMart Purchase ₹2.71
2023-12-19 13:47:28 +0000,11.5,Flipkart Order ₹11.5
2023-12-19 18:04:03 +0000,8.4,DMart Purchase ₹8.4
2023-12-20 10:42:27 +0000,1.5,Mutual Fund SIP ₹1.5
2023-12-20 12:43:44 +0000,3,Reliance Fresh ₹3.0
2023-12-20 15:04:24 +0000,10.7,Crypto Investment ₹10.7
2023-12-20 19:25:52 +0000,42,Stock Purchase ₹42.0
2023-12-21 11:17:09 +0000,9.5,Crypto Investment ₹9.5
2023-12-21 15:19:48 +0000,6.6,Stock Purchase ₹6.6
2023-12-22 13:02:31 +0000,9.5,Byjus Payment ₹9.5
2023-12-22 16:10:19 +0000,18,MakeMyTrip Payment ₹18.0
2023-12-23 07:49:49 +0000,10,Crypto Investment ₹10.0
2023-12-23 10:43:07 +0000,1,Gym Membership ₹1.0
2023-12-23 11:17:44 +0000,9.5,Dominos Order ₹9.5
2023-12-24 06:27:48 +0000,9.5,Spotify Payment ₹9.5
2023-12-24 15:39:26 +0000,16,Air India Flight ₹16.0
2023-12-24 15:50:21 +0000,40,Protein Supplement ₹40.0
2023-12-25 13:17:18 +0000,25,Water Bill ₹25.0
2023-12-25 13:17:21 +0000,9.5,Spotify Payment ₹9.5
2023-12-26 10:20:07 +0000,9.5,Spotify Payment ₹9.5
2023-12-26 12:21:25 +0000,19.4,DMart Purchase ₹19.4
2023-12-26 16:35:23 +0000,1,Gym Membership ₹1.0
2023-12-26 16:40:13 +0000,8.4,CultFit Subscription ₹8.4
2023-12-26 16:52:10 +0000,2.45,Charity ₹2.45
2023-12-27 09:00:28 +0000,5,Diagnostic Center Payment ₹5.0
2023-12-27 09:28:40 +0000,4.8,OYO Rooms Booking ₹4.8
2023-12-27 11:29:43 +0000,6,LIC Premium ₹6.0
2023-12-27 11:29:45 +0000,4,OYO Rooms Booking ₹4.0
2023-12-28 09:55:47 +0000,3.1,Reliance Fresh ₹3.1
2023-12-28 16:32:45 +0000,21,IRCTC Train Ticket ₹21.0
2023-12-29 09:06:12 +0000,6.6,Gift Shop ₹6.6
2023-12-29 09:59:52 +0000,3,Protein Supplement ₹3.0
2023-12-29 17:26:17 +0000,3.7,Byjus Payment ₹3.7
2023-12-29 19:44:30 +0000,100,Health Insurance ₹100.0
2023-12-30 03:32:05 +0000,10,Crypto Investment ₹10.0
2023-12-30 10:12:47 +0000,0.5,Swiggy Payment ₹0.5
2023-12-30 10:12:52 +0000,0.2,Hotstar Renewal ₹0.2
2023-12-30 11:36:08 +0000,3.5,Barbeque Nation ₹3.5
2023-12-30 12:07:13 +0000,15.4,Flipkart Order ₹15.4
2023-12-31 09:55:05 +0000,5.5,Electricity Bill BSES ₹5.5
2023-12-31 15:37:49 +0000,4.5,Burger King Payment ₹4.5
2024-01-01 10:26:14 +0000,10,Air India Flight ₹10.0
2024-01-01 11:13:15 +0000,3.22,BigBasket Order ₹3.22
2024-01-02 12:45:10 +0000,0.5,Protein Supplement ₹0.5
2024-01-02 12:45:12 +0000,3,Ola Ride ₹3.0
2024-01-02 13:27:33 +0000,9.5,Doctor Visit ₹9.5
2024-01-02 15:58:44 +0000,8.77,Doctor Visit ₹8.77
2024-01-03 08:30:11 +0000,9.5,Diagnostic Center Payment ₹9.5
2024-01-03 12:06:04 +0000,21,Zomato Order ₹21.0
2024-01-03 15:55:29 +0000,35,Udemy Course ₹35.0
2024-01-04 09:28:57 +0000,2.5,CultFit Subscription ₹2.5
2024-01-04 09:30:28 +0000,9.5,Ajio Shopping ₹9.5
2024-01-04 13:13:14 +0000,15.8,TataCliq Payment ₹15.8
2024-01-05 09:40:37 +0000,0.5,Car Insurance ₹0.5
2024-01-05 09:41:12 +0000,9.5,Car Insurance ₹9.5
2024-01-05 12:25:47 +0000,10,Gift Shop ₹10.0
2024-01-05 13:16:51 +0000,16,Yoga Class ₹16.0
2024-01-05 13:57:05 +0000,7.1,YouTube Premium ₹7.1
2024-01-05 20:23:53 +0000,4.8,CultFit Subscription ₹4.8
2024-01-05 20:23:54 +0000,80,TataCliq Payment ₹80.0
2024-01-06 10:26:06 +0000,26,DMart Purchase ₹26.0
2024-01-06 10:39:07 +0000,9.5,Barbeque Nation ₹9.5
2024-01-06 12:26:29 +0000,5.6,Coursera Subscription ₹5.6
2024-01-06 13:24:03 +0000,0.75,MedPlus Bill ₹0.75
2024-01-07 07:35:07 +0000,17,Crypto Investment ₹17.0
2024-01-07 14:54:47 +0000,3.4,Swiggy Payment ₹3.4
2024-01-08 05:53:57 +0000,10,Charity ₹10.0
2024-01-08 09:40:18 +0000,10,Dominos Order ₹10.0
2024-01-09 09:48:18 +0000,11,Charity ₹11.0
2024-01-09 10:17:57 +0000,1.7,Diagnostic Center Payment ₹1.7
2024-01-09 15:29:59 +0000,25,Charity ₹25.0
2024-01-09 17:37:36 +0000,15,Byjus Payment ₹15.0
2024-01-10 07:29:47 +0000,14,Stationery Store ₹14.0
2024-01-10 15:36:24 +0000,5,Hotstar Renewal ₹5.0
2024-01-10 15:45:53 +0000,10,OYO Rooms Booking ₹10.0
2024-01-11 08:18:02 +0000,9.52,LIC Premium ₹9.52
2024-01-12 10:03:50 +0000,7,Car Insurance ₹7.0
2024-01-14 09:10:14 +0000,9.5,Ola Ride ₹9.5
2024-01-15 04:31:17 +0000,6.5,Petrol Pump ₹6.5
2024-01-15 15:06:09 +0000,7,Internet Bill ₹7.0
2024-01-15 15:06:16 +0000,7,Flipkart Order ₹7.0
2024-01-16 06:05:46 +0000,100,Byjus Payment ₹100.0
2024-01-16 06:05:54 +0000,200,Spotify Payment ₹200.0
2024-01-16 10:23:17 +0000,11,Hotstar Renewal ₹11.0
2024-01-16 18:52:10 +0000,36,Swiggy Payment ₹36.0
2024-01-17 03:45:28 +0000,12,Car Insurance ₹12.0
2024-01-17 04:59:52 +0000,8,LIC Premium ₹8.0
2024-01-17 09:27:59 +0000,6,Train Ticket ₹6.0
2024-01-17 14:44:40 +0000,12.44,Udemy Course ₹12.44
2024-01-18 14:21:56 +0000,8,Electricity Bill BSES ₹8.0
2024-01-18 14:51:44 +0000,7.41,DMart Purchase ₹7.41
2024-01-19 04:33:51 +0000,5.4,Udemy Course ₹5.4
2024-01-19 07:05:52 +0000,9.52,Protein Supplement ₹9.52
2024-01-19 09:15:36 +0000,6.1,Doctor Visit ₹6.1
2024-01-19 16:12:15 +0000,3,Donation ₹3.0
2024-01-19 18:28:07 +0000,19,KFC Meal ₹19.0
2024-01-19 18:28:08 +0000,50,Health Insurance ₹50.0
2024-01-20 09:40:50 +0000,7.1,MedPlus Bill ₹7.1
2024-01-20 11:45:06 +0000,10,Spotify Payment ₹10.0
2024-01-20 12:41:34 +0000,7.1,Cafe Coffee Day ₹7.1
2024-01-20 15:47:12 +0000,20,OYO Rooms Booking ₹20.0
2024-01-20 15:52:34 +0000,7,Mutual Fund SIP ₹7.0
2024-01-21 03:06:39 +0000,10,Protein Supplement ₹10.0
2024-01-21 05:32:42 +0000,18,Gym Membership ₹18.0
2024-01-21 09:29:54 +0000,8.6,Ajio Shopping ₹8.6
2024-01-21 11:35:26 +0000,3.2,More Supermarket ₹3.2
2024-01-21 11:35:30 +0000,20,Jio Fiber Recharge ₹20.0
2024-01-22 06:49:52 +0000,9.52,Reliance Fresh ₹9.52
2024-01-22 08:10:31 +0000,7,TataCliq Payment ₹7.0
2024-01-22 10:02:04 +0000,9,Train Ticket ₹9.0
2024-01-22 11:28:20 +0000,50,Diagnostic Center Payment ₹50.0
2024-01-22 19:11:00 +0000,25,LIC Premium ₹25.0
2024-01-23 07:07:28 +0000,15,McDonalds Bill ₹15.0
2024-01-23 09:14:28 +0000,9.5,Reliance Fresh ₹9.5
2024-01-23 14:57:10 +0000,12,Byjus Payment ₹12.0
2024-01-24 04:49:39 +0000,6,Barbeque Nation ₹6.0
2024-01-24 07:47:10 +0000,11,BigBasket Order ₹11.0
2024-01-24 17:32:42 +0000,30,Hotstar Renewal ₹30.0
2024-01-25 04:52:39 +0000,5.5,BigBasket Order ₹5.5
2024-01-25 10:02:08 +0000,100,Zomato Order ₹100.0
2024-01-25 15:10:47 +0000,13,McDonalds Bill ₹13.0
2024-01-26 14:29:23 +0000,12,Donation ₹12.0
2024-01-26 22:09:19 +0000,7,Byjus Payment ₹7.0
2024-01-27 09:30:15 +0000,90,Myntra Order ₹90.0
2024-01-28 05:59:39 +0000,17,CultFit Subscription ₹17.0
2024-01-28 10:52:19 +0000,3,Myntra Order ₹3.0
2024-01-28 15:46:50 +0000,30,Donation ₹30.0
2024-01-29 07:07:09 +0000,11,Petrol Pump ₹11.0
2024-01-29 15:07:28 +0000,13,CultFit Subscription ₹13.0
2024-01-30 13:06:39 +0000,4.23,Apollo Pharmacy ₹4.23
2024-01-30 17:17:33 +0000,2450,Protein Supplement ₹2450.0
2024-01-30 17:45:54 +0000,29,Gym Membership ₹29.0
2024-01-31 05:14:19 +0000,10,Mutual Fund SIP ₹10.0
2024-01-31 15:13:54 +0000,17,Reliance Fresh ₹17.0
2024-01-31 20:27:28 +0000,1.65,Flipkart Order ₹1.65
2024-02-01 04:51:47 +0000,3.3,Car Insurance ₹3.3
2024-02-02 14:49:56 +0000,8.7,Mutual Fund SIP ₹8.7
2024-02-02 16:41:02 +0000,11,Flipkart Order ₹11.0
2024-02-03 09:25:58 +0000,7.1,Protein Supplement ₹7.1
2024-02-03 11:11:00 +0000,7.2,Doctor Visit ₹7.2
2024-02-03 15:10:47 +0000,3,McDonalds Bill ₹3.0
2024-02-03 19:00:27 +0000,70,Unacademy Plan ₹70.0
2024-02-04 04:49:35 +0000,20,Barbeque Nation ₹20.0
2024-02-04 06:24:58 +0000,18.6,Udemy Course ₹18.6
2024-02-04 10:56:51 +0000,8.7,Cab Fare ₹8.7
2024-02-04 14:00:56 +0000,6.4,Dominos Order ₹6.4
2024-02-05 06:41:02 +0000,10,BigBasket Order ₹10.0
2024-02-05 09:16:42 +0000,4,BookMyShow Ticket ₹4.0
2024-02-05 14:18:56 +0000,19,Airtel Postpaid ₹19.0
2024-02-06 04:47:02 +0000,8.1,Swiggy Payment ₹8.1
2024-02-06 09:54:22 +0000,10,Water Bill ₹10.0
2024-02-06 14:15:36 +0000,8.7,Pizza Hut Bill ₹8.7
2024-02-06 16:43:05 +0000,10,Diagnostic Center Payment ₹10.0
2024-02-07 09:11:12 +0000,0.5,Petrol Pump ₹0.5
2024-02-07 09:11:14 +0000,8.7,MedPlus Bill ₹8.7
2024-02-07 12:46:49 +0000,19,IRCTC Train Ticket ₹19.0
2024-02-08 02:50:11 +0000,10,Stationery Store ₹10.0
2024-02-09 04:42:43 +0000,3.05,Apollo Pharmacy ₹3.05
2024-02-09 09:45:47 +0000,2,Doctor Visit ₹2.0
2024-02-09 09:45:55 +0000,10,Health Insurance ₹10.0
2024-02-10 10:33:30 +0000,10,BigBasket Order ₹10.0
2024-02-10 10:48:04 +0000,20,CultFit Subscription ₹20.0
2024-02-10 13:59:34 +0000,8.7,Myntra Order ₹8.7
2024-02-10 17:41:00 +0000,13,Car Insurance ₹13.0
2024-02-10 18:40:17 +0000,11,Hotstar Renewal ₹11.0
2024-02-11 05:36:05 +0000,6,Mutual Fund SIP ₹6.0
2024-02-11 10:37:23 +0000,8,Health Insurance ₹8.0
2024-02-11 10:37:25 +0000,4,Apollo Pharmacy ₹4.0
2024-02-11 10:37:29 +0000,3,Reliance Fresh ₹3.0
2024-02-11 10:44:40 +0000,8.7,Ajio Shopping ₹8.7
2024-02-12 03:41:36 +0000,159,Car Insurance ₹159.0
2024-02-12 10:01:36 +0000,5,Car Insurance ₹5.0
2024-02-12 14:23:53 +0000,8.7,Gym Membership ₹8.7
2024-02-13 05:01:22 +0000,2.15,Subway Sandwich ₹2.15
2024-02-13 07:34:51 +0000,25.2,YouTube Premium ₹25.2
2024-02-13 07:35:41 +0000,1,CultFit Subscription ₹1.0
2024-02-13 14:17:20 +0000,7.3,Spotify Payment ₹7.3
2024-02-13 17:31:26 +0000,3.28,Subway Sandwich ₹3.28
2024-02-14 04:50:17 +0000,4.5,McDonalds Bill ₹4.5
2024-02-14 07:04:18 +0000,8,Charity ₹8.0
2024-02-14 14:20:34 +0000,17.2,KFC Meal ₹17.2
2024-02-15 04:50:22 +0000,5.63,Gift Shop ₹5.63
2024-02-15 14:17:03 +0000,8.7,Crypto Investment ₹8.7
2024-02-15 17:17:30 +0000,6.5,Zomato Order ₹6.5
2024-02-15 17:17:35 +0000,10,Crypto Investment ₹10.0
2024-02-15 18:42:36 +0000,4.4,Protein Supplement ₹4.4
2024-02-16 07:18:23 +0000,25,Myntra Order ₹25.0
2024-02-16 14:25:49 +0000,4.8,Jio Fiber Recharge ₹4.8
2024-02-17 03:19:23 +0000,10,BigBasket Order ₹10.0
2024-02-17 05:15:31 +0000,2.6,Barbeque Nation ₹2.6
2024-02-17 09:39:11 +0000,15.3,Car Insurance ₹15.3
2024-02-17 14:59:59 +0000,50,YouTube Premium ₹50.0
2024-02-17 15:00:05 +0000,45,Car Insurance ₹45.0
2024-02-17 15:00:16 +0000,7.3,Hotstar Renewal ₹7.3
2024-02-18 09:19:04 +0000,7.52,McDonalds Bill ₹7.52
2024-02-18 09:27:32 +0000,10,CultFit Subscription ₹10.0
2024-02-18 11:49:28 +0000,4.3,Apollo Pharmacy ₹4.3
2024-02-18 12:00:38 +0000,7.3,CultFit Subscription ₹7.3
2024-02-18 12:00:40 +0000,3,Crypto Investment ₹3.0
2024-02-18 13:43:17 +0000,2.6,Udemy Course ₹2.6
2024-02-18 16:12:55 +0000,8,Air India Flight ₹8.0
2024-02-18 16:13:13 +0000,12.5,Dominos Order ₹12.5
2024-02-19 04:51:27 +0000,5.13,Swiggy Payment ₹5.13
2024-02-19 09:36:45 +0000,10,Charity ₹10.0
2024-02-19 14:18:42 +0000,7.3,Jio Fiber Recharge ₹7.3
2024-02-19 16:21:01 +0000,10,LIC Premium ₹10.0
2024-02-20 09:57:11 +0000,10,Stock Purchase ₹10.0
2024-02-20 14:56:49 +0000,3.7,KFC Meal ₹3.7
2024-02-21 16:43:43 +0000,6.7,PPF Deposit ₹6.7
2024-02-21 19:46:35 +0000,21,Petrol Pump ₹21.0
2024-02-22 07:57:33 +0000,8,LIC Premium ₹8.0
2024-02-22 09:07:20 +0000,12,KFC Meal ₹12.0
2024-02-23 09:34:55 +0000,10,Yoga Class ₹10.0
2024-02-23 09:45:10 +0000,10,OYO Rooms Booking ₹10.0
2024-02-23 14:19:10 +0000,9,Cafe Coffee Day ₹9.0
2024-02-23 17:07:48 +0000,15,Swiggy Payment ₹15.0
2024-02-24 11:12:34 +0000,8.7,Rapido Ride ₹8.7
2024-02-24 12:57:01 +0000,10,Doctor Visit ₹10.0
2024-02-25 08:29:59 +0000,7.5,OYO Rooms Booking ₹7.5
2024-02-25 11:39:07 +0000,6,Gift Shop ₹6.0
2024-02-26 14:25:16 +0000,9.5,Netflix Subscription ₹9.5
2024-02-26 16:53:44 +0000,21,Charity ₹21.0
2024-02-27 05:45:26 +0000,5,Uber Trip ₹5.0
2024-02-27 12:16:30 +0000,6,Doctor Visit ₹6.0
2024-02-27 15:30:17 +0000,24,Yoga Class ₹24.0
2024-02-27 16:51:23 +0000,20,Jio Fiber Recharge ₹20.0
2024-02-27 16:51:29 +0000,30,Internet Bill ₹30.0
2024-02-28 08:06:19 +0000,2.1,MakeMyTrip Payment ₹2.1
2024-02-28 10:10:41 +0000,12.5,Airtel Postpaid ₹12.5
2024-02-28 21:22:59 +0000,24,CultFit Subscription ₹24.0
2024-02-28 21:23:12 +0000,20,Water Bill ₹20.0
2024-02-29 09:29:17 +0000,15,Swiggy Payment ₹15.0
2024-02-29 12:42:41 +0000,2.1,Pizza Hut Bill ₹2.1
2024-02-29 14:26:56 +0000,15,Charity ₹15.0
2024-02-29 16:06:38 +0000,2.2,Gift Shop ₹2.2
2024-02-29 16:06:40 +0000,1,Gym Membership ₹1.0
2024-03-01 12:19:48 +0000,24.15,Gift Shop ₹24.15
2024-03-01 13:52:00 +0000,13,Air India Flight ₹13.0
2024-03-01 14:01:28 +0000,10,Subway Sandwich ₹10.0
2024-03-01 19:53:30 +0000,38,CultFit Subscription ₹38.0
2024-03-02 07:23:39 +0000,10,Airtel Postpaid ₹10.0
2024-03-02 08:09:03 +0000,8.7,Coursera Subscription ₹8.7
2024-03-02 10:51:26 +0000,5.6,Mutual Fund SIP ₹5.6
2024-03-02 10:51:31 +0000,20,Jio Fiber Recharge ₹20.0
2024-03-02 13:13:13 +0000,9,Uber Trip ₹9.0
2024-03-03 07:03:19 +0000,10,Health Insurance ₹10.0
2024-03-03 08:54:53 +0000,8.7,Donation ₹8.7
2024-03-03 11:02:06 +0000,7.2,Subway Sandwich ₹7.2
2024-03-03 15:45:38 +0000,11,Uber Trip ₹11.0
2024-03-04 06:33:53 +0000,5.4,OYO Rooms Booking ₹5.4
2024-03-04 10:02:49 +0000,6.28,Crypto Investment ₹6.28
2024-03-04 11:53:09 +0000,3,Udemy Course ₹3.0
2024-03-04 14:23:46 +0000,30,Internet Bill ₹30.0
2024-03-04 17:24:29 +0000,102,Spotify Payment ₹102.0
2024-03-04 18:36:04 +0000,19,PPF Deposit ₹19.0
2024-03-05 09:32:27 +0000,11,Yoga Class ₹11.0
2024-03-05 19:25:08 +0000,8,Spotify Payment ₹8.0
2024-03-05 19:39:25 +0000,3,McDonalds Bill ₹3.0
2024-03-06 07:55:59 +0000,14,Airtel Postpaid ₹14.0
2024-03-06 09:47:37 +0000,13,Protein Supplement ₹13.0
2024-03-06 15:01:39 +0000,2,Ola Ride ₹2.0
2024-03-06 19:48:48 +0000,84,CultFit Subscription ₹84.0
2024-03-07 04:56:27 +0000,20,Barbeque Nation ₹20.0
2024-03-07 06:01:34 +0000,17,Stock Purchase ₹17.0
2024-03-07 09:01:25 +0000,10,Burger King Payment ₹10.0
2024-03-07 14:43:30 +0000,5.44,Pizza Hut Bill ₹5.44
2024-03-06 21:24:51 +0000,7,Apollo Pharmacy ₹7.0
2024-03-06 21:24:00 +0000,33,Subway Sandwich ₹33.0
2024-03-08 09:33:38 +0000,8.7,Ola Ride ₹8.7
2024-03-08 13:08:53 +0000,11,Flipkart Order ₹11.0
2024-03-08 14:24:42 +0000,5,Crypto Investment ₹5.0
2024-03-09 12:59:23 +0000,8.7,MedPlus Bill ₹8.7
2024-03-09 12:59:25 +0000,29,Cafe Coffee Day ₹29.0
2024-03-08 20:41:00 +0000,15,Apollo Pharmacy ₹15.0
2024-03-10 09:08:24 +0000,150,CultFit Subscription ₹150.0
2024-03-10 14:35:09 +0000,10,Hotstar Renewal ₹10.0
2024-03-10 14:43:34 +0000,23,Reliance Fresh ₹23.0
2024-03-10 15:09:42 +0000,1.3,Charity ₹1.3
2024-03-11 17:32:57 +0000,11,Byjus Payment ₹11.0
2024-03-11 18:33:16 +0000,6,Health Insurance ₹6.0
2024-03-12 15:43:01 +0000,8,Health Insurance ₹8.0
2024-03-12 17:34:19 +0000,13,DMart Purchase ₹13.0
2024-03-13 15:11:04 +0000,16,More Supermarket ₹16.0
2024-03-13 17:56:12 +0000,2.6,Airtel Postpaid ₹2.6
2024-03-13 17:56:17 +0000,4.5,More Supermarket ₹4.5
2024-03-13 20:44:59 +0000,55,Ola Ride ₹55.0
2024-03-14 17:44:52 +0000,14,PPF Deposit ₹14.0
2024-03-15 15:42:53 +0000,16,Skillshare Membership ₹16.0
2024-03-15 18:20:57 +0000,12,McDonalds Bill ₹12.0
2024-03-16 10:47:26 +0000,10,Rapido Ride ₹10.0
2024-03-16 12:32:12 +0000,3.2,Reliance Fresh ₹3.2
2024-03-16 16:06:49 +0000,8.7,Barbeque Nation ₹8.7
2024-03-16 18:12:21 +0000,16,Pizza Hut Bill ₹16.0
2024-03-16 19:31:44 +0000,1.8,More Supermarket ₹1.8
2024-03-17 14:56:08 +0000,17,CultFit Subscription ₹17.0
2024-03-17 18:23:15 +0000,2,Cab Fare ₹2.0
2024-03-17 18:41:04 +0000,4.5,Mutual Fund SIP ₹4.5
2024-03-18 10:06:35 +0000,10,Yoga Class ₹10.0
